x,y
0.15043955171379386,0.19466916708003262
0.2025200451404785,-0.027914376005163617
0.3055418242395743,-0.2609573402153981
0.33824613277986226,-0.3500577161830257
0.4796945613144069,-0.4638317390099412
0.5480205629057381,-0.5278323072661505
0.6795647593814601,-0.3954754946680425
0.682788648806414,-0.3918340878474178
0.7697842912294568,-0.21784697066049022
0.7881821347174551,-0.34069400916502307
1.0133067515387604,0.08918477445182334
1.0327316732932879,0.07736007787047292
1.101035566589927,0.21707787739273965
1.1548930340603514,0.06583395534215324
1.1952567810548662,0.1719095246690133
1.221925809343837,0.019613365497434337
1.2954173958795399,0.19947651569388847
1.3317331929807665,0.19519341404013935
1.3319826983515433,0.3921932251661572
1.4335959118862043,0.18009788293592668
1.46808012175986,0.10987137608603735
1.4948113203050646,0.26006930490596025
1.5038552869763673,0.2163908228936506
1.5643073534060186,-0.07567377558858134
1.632559130544034,-0.046688206544341776
1.679520970063394,-0.08992707355281486
1.764766019123335,-0.3131014188919558
1.7946137779768039,-0.31463586091161644
1.8411991857713625,-0.5456403693456255
1.8801004295572132,-0.6725023908903593
1.9441175058184923,-0.8338365890702376
2.0436162911700504,-1.1213591951474124
2.115497408760877,-1.4440501713513219
2.1247557470966916,-1.4703710152574951
2.169929604598321,-1.4228992663256104
2.1875964528990015,-1.6010934967845631
2.2034343210208203,-1.6675451883788985
2.2587242724669765,-1.7922103086701795
2.266310629928243,-1.9158484965859541
2.3284365357613774,-1.963034451443727
2.364482401718851,-2.1731479293149825
2.5400841459278345,-2.3838247362978415
2.584871901358042,-2.5344111847581097
2.6809333972977876,-2.7453976682243857
2.6868441395989775,-2.674990403938717
2.754717245837165,-2.649055134044544
2.788811739132433,-2.6819346043503076
2.8602906206530854,-2.6010859266895126
2.9084618800560076,-2.4615957118028597
2.915051187525421,-2.1231331878743993
